"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact"
"272",NA,141,"20E TOK WEST",2005,"6334-14305",NA,"HIGH",0,"20E",5.937,63.5833,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,974.5,0.317370919,0,0.107976824,0.000117048,0.038274712,0.398431556,0.032714929,0.112834318,0.002575057,0.115409375,0.146544156,0.008193363,0.099783461,0.020249312,NA,NA,0.032305261,NA,NA,"HIGH"
"273",NA,141,"20E TOK WEST",2005,"6336-14225",NA,"HIGH",0,"20E",5.93,63.6167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,840.0667,0.521946743,0,0.113338022,NA,0.000351617,0.361579934,0.009142053,0.00826301,NA,0.00826301,0.012423816,0.000234412,0.432958275,0.043014534,NA,NA,0.018694327,NA,NA,"HIGH"
"274",NA,141,"20E TOK WEST",2005,"6336-14240",NA,"HIGH",0,"20E",5.93,63.6167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,686.7333,1,0,0.007381803,NA,5.86e-05,0.121506825,0.137383561,0.114183608,NA,0.114183608,0.034741344,0.024137325,0.417892085,0.129357314,NA,0.003632316,0.001347472,0.008143418,0.000234343,"HIGH"
"275",NA,141,"20E TOK WEST",2005,"6336-14245",NA,"HIGH",0,"20E",5.93,63.6167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,803.0625,1,0,0.017521242,NA,0.000175798,0.085203633,0.124055084,0.120304717,NA,0.120304717,0.183943745,0.021447407,0.326281863,0.112686786,NA,NA,0.008379725,NA,NA,"HIGH"
"276",8,141,"20E TOK WEST",2005,"6336-14250",NA,"HIGH",1,"20E",5.93,63.6167,-142.875,0,1,1,1,0,5,0,0,0,0,8,8,5,3,0,NA,NA,NA,752,0.977604231,0,0.014473222,NA,0.000468768,0.195359194,0.029122231,0.132368452,NA,0.132368452,0.041954764,0.001523497,0.328137818,0.237255362,NA,0.000175788,0.018867925,5.86e-05,0.000234384,"HIGH"
"277",NA,141,"20E TOK WEST",2005,"6336-14300",NA,"HIGH",0,"20E",5.93,63.6167,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,846.0625,0.727487379,0,0.062463377,5.86e-05,0.008027657,0.410816829,0.012012188,0.147896402,NA,0.147896402,0.01494199,NA,0.274288058,0.051388726,NA,NA,0.01804758,NA,5.86e-05,"HIGH"
"278",NA,141,"20E TOK WEST",2005,"6338-14230",NA,"HIGH",0,"20E",5.924,63.65,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,751.6,0.207195094,0,0.107903538,NA,NA,0.603414892,0.005339436,0.076805727,NA,0.076805727,5.87e-05,0.000293376,0.094232236,0.111424045,NA,0.000176025,0.0002347,5.87e-05,5.87e-05,"HIGH"
"279",NA,141,"20E TOK WEST",2005,"6338-14250",NA,"HIGH",0,"20E",5.924,63.65,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,772.5625,0.723791143,0,0.059065048,NA,0.000293272,0.31937357,0.052671711,0.165112323,NA,0.165112323,0.059710247,0.00551352,0.113496393,0.214909965,NA,NA,0.009677987,NA,0.000175963,"HIGH"
"280",NA,141,"20E TOK WEST",2005,"6340-14225",NA,"HIGH",0,"20E",5.916,63.6833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,752.9412,0.330459772,0,0.029256257,NA,NA,0.468393843,0.047879215,0.117201269,NA,0.117201269,0.013864411,0.019210434,0.070262014,0.23222888,NA,NA,0.001703678,NA,NA,"HIGH"
"281",0,141,"20E TOK WEST",2005,"6340-14230",NA,"HIGH",1,"20E",5.916,63.6833,-142.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,818.8666,0,0,0.093856455,NA,0.002525549,0.846822507,0.013097615,0.001879478,NA,0.001879478,0.000587337,0.004992365,0.007165512,0.029073182,NA,NA,NA,NA,NA,"HIGH"
"282",0,141,"20E TOK WEST",2005,"6340-14240",NA,"HIGH",1,"20E",5.916,63.6833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,679.9375,0.801425146,0,0.080187849,NA,0.000234811,0.167302612,0.06087467,0.316231289,NA,0.316231289,0.013325506,0.016671559,0.167772234,0.175638392,NA,0.000293513,0.001350161,NA,0.000117405,"HIGH"
"283",NA,141,"20E TOK WEST",2005,"6342-14225",NA,"HIGH",0,"20E",5.909,63.7167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,877.6,0.907358219,0,0.032992237,0.000646907,0.004645966,0.208303928,0.130439896,0.079569513,5.88e-05,0.079628313,0.174017878,0.012526464,0.263114561,0.08780287,5.88e-05,NA,0.005822159,NA,NA,"HIGH"
"284",16,141,"20E TOK WEST",2005,"6342-14240",NA,"HIGH",1,"20E",5.909,63.7167,-142.7083,2,0,1,3,1,7,1,0,0,0,16,15,8,7,1,NA,NA,NA,708.1334,0.419847804,0,0.048688698,NA,0.000176408,0.385393391,0.016170763,0.159590733,NA,0.159590733,0.001822886,0.001176056,0.248970951,0.137657297,NA,NA,0.000352817,NA,NA,"HIGH"
"285",NA,141,"20E TOK WEST",2005,"6342-14255",NA,"HIGH",0,"20E",5.909,63.7167,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,883.3333,0.999946834,0,0.182898142,NA,0.011879558,0.657492355,0.015702188,0.017819337,NA,0.017819337,0.000411668,0.000764526,0.059927076,0.051693719,NA,NA,0.001411433,NA,NA,"HIGH"
"286",NA,141,"20E TOK WEST",2005,"6342-14305",NA,"HIGH",0,"20E",5.909,63.7167,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,966.5625,1,0,0.000646754,NA,NA,0.104421449,0.047213076,0.128586548,0.000881938,0.129468486,0.045566792,0.010406867,0.59460254,0.051916745,NA,NA,0.015757291,NA,NA,"HIGH"
"287",NA,141,"20E TOK WEST",2005,"6344-14255",NA,"HIGH",0,"20E",5.902,63.75,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,771.0667,1,0,0.179366388,0.000235544,0.005064186,0.443587328,0.024614297,0.208514898,NA,0.208514898,0.000412201,NA,0.009598398,0.128135673,NA,NA,0.000294429,0.000176658,NA,"HIGH"
"288",NA,141,"20E TOK WEST",2005,"6344-14300",NA,"HIGH",0,"20E",5.902,63.75,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,806.2143,1,0,0.042390344,NA,0.001707389,0.415543126,0.025846335,0.047865764,5.89e-05,0.047924664,0.002119517,0.000529879,0.36120106,0.097026788,NA,NA,0.005710921,NA,NA,"HIGH"
"289",NA,141,"20E TOK WEST",2005,"6344-14305",NA,"HIGH",0,"20E",5.902,63.75,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,874.3125,1,0,0.003355705,NA,5.89e-05,0.230719416,0.011185682,0.025903685,5.89e-05,0.025962585,0.004003297,5.89e-05,0.649299423,0.054692099,NA,NA,0.020546332,0.000117744,NA,"HIGH"
"290",8,141,"20E TOK WEST",2005,"6344-14310",NA,"HIGH",1,"20E",5.902,63.75,-143.2083,0,0,0,0,1,7,0,0,0,0,8,8,7,1,0,NA,NA,NA,946.9333,1,0,0.00612341,NA,0.000765426,0.344088554,0.020018841,0.074305228,0.000235516,0.074540744,0.031735751,0.0011187,0.46596797,0.038624588,NA,NA,0.017016015,NA,NA,"HIGH"
"291",NA,141,"20E TOK WEST",2005,"6346-14215",NA,"HIGH",0,"20E",5.895,63.7833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,859.3571,0.504751295,0.017282861,0.0806271,0.000471504,0.002534331,0.37620086,0.045087523,0.05917369,0.000117876,0.059291566,0.016502623,0.004832911,0.360051865,0.023339424,NA,NA,0.031060294,NA,NA,"HIGH"
"292",0,141,"20E TOK WEST",2005,"6346-14225",NA,"HIGH",1,"20E",5.895,63.7833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,743.2941,0.967920325,0,0.048455553,0.000176845,0.002475831,0.379273756,0.012732846,0.042737562,NA,0.042737562,0.006012733,0.000412639,0.441346381,0.024935157,NA,NA,0.041440698,NA,NA,"HIGH"
"293",NA,141,"20E TOK WEST",2005,"6346-14240",NA,"HIGH",0,"20E",5.895,63.7833,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,847.375,1,0,0.01685625,NA,0.000117876,0.13750221,0.002593269,0.031531797,NA,0.031531797,0.019803147,NA,0.762244357,0.014380857,NA,NA,0.014970236,NA,NA,"HIGH"
"294",NA,141,"20E TOK WEST",2005,"6346-14245",NA,"HIGH",0,"20E",5.895,63.7833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,776.2,1,0,0.032185805,NA,0.001768451,0.354397548,0.010198066,0.130865362,NA,0.130865362,0.003890592,NA,0.400259373,0.054880924,NA,5.89e-05,0.01149493,NA,NA,"HIGH"
"295",NA,141,"20E TOK WEST",2005,"6346-14250",NA,"HIGH",0,"20E",5.895,63.7833,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,728.7143,0.999998546,0,0.005068065,5.89e-05,0.000117862,0.201661854,0.082974836,0.483293064,NA,0.483293064,0.011550474,0.000117862,0.138134245,0.072779775,NA,0.001473275,0.001591137,0.00117862,NA,"HIGH"
"296",1,141,"20E TOK WEST",2005,"6346-14255",NA,"HIGH",1,"20E",5.895,63.7833,-142.9583,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,725.4375,0.999999245,0,0.006719321,0.004715313,0.001768242,0.09141813,0.137628198,0.562536838,NA,0.562536838,0.023871272,0.007662384,0.063774608,0.092773783,NA,0.001532477,0.001532477,0.004066957,NA,"HIGH"
"297",4,141,"20E TOK WEST",2005,"6348-14240",NA,"HIGH",1,"20E",5.888,63.8167,-142.7083,1,0,1,1,0,1,0,0,0,0,4,4,1,3,0,NA,NA,NA,782.8666,1,0,0.043963177,NA,NA,0.271155435,0.002832527,0.054880208,NA,0.054880208,0.001534285,NA,0.58102207,0.035406586,NA,NA,0.009205712,NA,NA,"HIGH"
"298",6,141,"20E TOK WEST",2005,"6348-14245",NA,"HIGH",1,"20E",5.888,63.8167,-142.7917,0,0,1,0,0,1,2,0,0,0,6,4,3,1,2,NA,NA,NA,717.625,1,0,0.007847997,NA,0.000177022,0.100135717,0.146633622,0.581459845,5.9e-05,0.581518845,0.024134065,0.001770225,0.04543577,0.087272084,NA,0.001121142,0.002478315,0.001475187,NA,"HIGH"
"299",NA,141,"20E TOK WEST",2005,"6348-14250",NA,"HIGH",0,"20E",5.888,63.8167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,706.6,0.999986554,0,0.008910657,NA,0.000118022,0.102974153,0.188245014,0.426708368,5.9e-05,0.426767368,0.042133837,0.002360439,0.088988552,0.094358551,NA,0.008615603,0.008674613,0.027853181,NA,"HIGH"
"300",19,141,"20E TOK WEST",2005,"6348-14325",NA,"HIGH",1,"20E",5.888,63.8167,-143.4583,0,0,2,0,5,8,2,0,0,0,19,17,10,7,2,NA,NA,NA,899.6429,1,0,0.015934844,NA,0.000354108,0.219074599,0.007200189,0.007672332,NA,0.007672332,0.002065628,NA,0.700779037,0.040899433,NA,NA,0.00601983,NA,NA,"HIGH"
"301",0,141,"20E TOK WEST",2005,"6350-14245",NA,"HIGH",1,"20E",5.882,63.85,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,716.2,0.999999999,0,0.003308715,NA,5.91e-05,0.038227474,0.123840473,0.547769572,5.91e-05,0.547828672,0.028301329,0.023220089,0.114977843,0.090516987,NA,0.006322009,0.004194978,0.019202363,NA,"HIGH"
"302",4,141,"20E TOK WEST",2005,"6350-14250",NA,"HIGH",1,"20E",5.882,63.85,-142.875,0,0,0,0,0,0,2,0,0,0,4,2,2,0,2,NA,NA,NA,687.1875,1,0,0.039220319,5.91e-05,0.000472534,0.074542233,0.1001772,0.393089191,NA,0.393089191,0.038038984,0.00236267,0.166922623,0.149852333,NA,0.011754282,0.006792676,0.016715889,NA,"HIGH"
"303",2,141,"20E TOK WEST",2005,"6350-14310",NA,"HIGH",1,"20E",5.882,63.85,-143.2083,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,738.4667,1,0,0.007503693,NA,NA,0.226292467,0.025051699,0.29140325,NA,0.29140325,0.003190547,0.001181684,0.211107829,0.233500739,NA,5.91e-05,0.000649926,5.91e-05,NA,"HIGH"
"304",NA,141,"20E TOK WEST",2005,"6350-14325",NA,"HIGH",0,"20E",5.882,63.85,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,992.8,1,0,0.010161281,0.000177232,0.001299699,0.220653394,0.070006498,0.09180599,0.002008625,0.093814615,0.054823655,0.005198795,0.450286524,0.064098777,NA,NA,0.02947953,NA,NA,"HIGH"
"305",NA,141,"20E TOK WEST",2005,"6350-14330",NA,"HIGH",0,"20D",5.882,63.85,-143.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1092.0667,1,0,0.006970699,0.000118147,0.005493856,0.079040643,0.066694234,0.096053875,0.001949433,0.098003308,0.208648393,0.014768431,0.435373346,0.032667769,NA,NA,0.052221172,NA,NA,"HIGH"
"306",NA,141,"20E TOK WEST",2005,"6352-14245",NA,"HIGH",0,"20E",5.875,63.8833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,733.9333,1,0,0.029107259,NA,0.000177483,0.177779092,0.110039638,0.26835473,0.000295805,0.268650535,0.012719636,0.009879903,0.304088032,0.0853103,NA,0.000769094,0.000828255,0.000650772,NA,"HIGH"
"307",7,141,"20E TOK WEST",2005,"6352-14250",NA,"HIGH",1,"20E",5.875,63.8833,-142.875,0,0,1,0,1,1,2,0,0,0,7,5,3,2,2,NA,NA,NA,685.1334,0.460053464,0,0.052345182,NA,0.000118294,0.091914592,0.128585793,0.435381795,NA,0.435381795,0.021115514,0.00141953,0.058319039,0.182941977,NA,0.008517182,0.001774413,0.017566688,NA,"HIGH"
"308",6,141,"20E TOK WEST",2005,"6352-14255",NA,"HIGH",1,"20E",5.875,63.8833,-142.9583,0,0,0,1,0,1,2,0,0,0,6,4,3,1,2,NA,NA,NA,703.125,0.515509993,0,0.023189778,NA,5.92e-05,0.053123521,0.141327496,0.523544723,NA,0.523544723,0.019285376,0.002307146,0.075189304,0.142569806,5.92e-05,0.005146711,0.005738287,0.008459536,NA,"HIGH"
"309",0,141,"20E TOK WEST",2005,"6352-14315",NA,"HIGH",1,"20E",5.875,63.8833,-143.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,847.1334,1,0,0.01390368,NA,NA,0.259969234,0.011182109,0.143178322,NA,0.143178322,0.030173944,0.000650811,0.471955982,0.067447639,NA,NA,0.001538279,NA,NA,"HIGH"
"310",NA,141,"20E TOK WEST",2005,"6352-14325",NA,"HIGH",0,"20E",5.875,63.8833,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1102.6471,0.920654053,0,0.009524373,5.92e-05,0.000354946,0.046083767,0.105596309,0.14641505,0.008104591,0.154519641,0.18060814,0.0186938,0.419190724,0.025911027,NA,NA,0.039458116,NA,NA,"HIGH"
"311",10,141,"20E TOK WEST",2005,"6352-14330",NA,"HIGH",1,"20D",5.875,63.8833,-143.5417,3,0,0,0,0,3,2,0,0,0,10,8,5,3,2,NA,NA,NA,1033.8667,0.956304469,0,0.002425605,0.000177483,0.012246347,0.212447495,0.062178312,0.108442288,0.001893155,0.110335443,0.176122582,0.007335976,0.298881855,0.042241022,NA,NA,0.07560788,NA,NA,"HIGH"
"312",2,141,"20E TOK WEST",2005,"6354-14250",NA,"HIGH",1,"20E",5.868,63.9167,-142.875,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,710.8666,0.068487948,0,0.070053888,NA,5.92e-05,0.120033162,0.17095991,0.421744537,NA,0.421744537,0.003079292,0.00248712,0.015810979,0.192692604,NA,0.001717297,0.000177651,0.001184343,NA,"HIGH"
"313",NA,141,"20E TOK WEST",2005,"6354-14325",NA,"HIGH",0,"20E",5.868,63.9167,-143.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1143.4286,0.233401083,0,0.007759284,NA,0.000888468,0.222650003,0.096783747,0.138660191,0.008173903,0.146834094,0.18231357,0.095895279,0.122490079,0.102766096,NA,NA,0.02161938,NA,NA,"HIGH"
"314",NA,141,"20E TOK WEST",2005,"6354-14330",NA,"HIGH",0,"20D",5.868,63.9167,-143.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,978.5,0.890937745,0,0.01705858,NA,0.002073091,0.340460819,0.035361014,0.075401291,0.001243855,0.076645146,0.048688029,0.007759284,0.337676953,0.107326897,NA,NA,0.026950187,NA,NA,"HIGH"
"315",NA,141,"20E TOK WEST",2005,"6354-14335",NA,"HIGH",0,"20D",5.868,63.9167,-143.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,921.8571,0.941990802,0,0.009290491,5.92e-05,0.000828451,0.117935973,0.058938399,0.075507426,0.00011835,0.075625776,0.078288656,0.001420202,0.592283567,0.05373099,NA,NA,0.011598319,NA,NA,"HIGH"
"316",NA,141,"20E TOK WEST",2005,"6354-14340",NA,"HIGH",0,"20D",5.868,63.9167,-143.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1090.7333,0.396336955,0,0.020672906,0.000236939,0.00088852,0.076590451,0.108281009,0.270939462,0.001658571,0.272598033,0.174446156,0.030150456,0.117817794,0.177348655,NA,NA,0.020969079,NA,NA,"HIGH"
"317",NA,141,"20E TOK WEST",2005,"6354-14345",NA,"HIGH",0,"20E",5.868,63.9167,-143.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1233.2941,0.010822982,0,0.00331675,NA,0.00764037,0.046434494,0.090203743,0.09180289,0.006278133,0.098081023,0.173122483,0.084577114,0.317756456,0.065920398,NA,NA,0.112947169,NA,NA,"HIGH"
"318",9,141,"20E TOK WEST",2005,"6356-14340",NA,"HIGH",1,"20E",5.861,63.95,-143.7083,0,0,0,2,0,3,2,0,0,0,9,7,5,2,2,NA,NA,NA,1116,9.86e-05,0,0.009426691,NA,0.000474299,0.120056916,0.288018023,0.143949724,0.001837908,0.145787632,0.153139266,0.085670244,0.07404992,0.099602775,NA,NA,0.023774234,NA,NA,"HIGH"
"319",36,141,"20E TOK WEST",2005,"6356-14345",NA,"HIGH",1,"20E",5.861,63.95,-143.7917,3,1,2,5,7,14,2,0,0,0,36,34,16,18,2,NA,NA,NA,1253.7333,0,0,0.001719538,NA,0.000296472,0.014527127,0.165846428,0.113252298,0.00444708,0.117699378,0.134064631,0.135369108,0.322265046,0.028520605,NA,NA,0.079691669,NA,NA,"HIGH"
"320",NA,141,"20E TOK WEST",2005,"6358-14215",NA,"HIGH",0,"20E",5.854,63.9833,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,843.4286,0.437653735,0.562346265,0.003443363,0.000415578,0.000593683,0.30586559,0.233792448,0.099204464,5.94e-05,0.099263864,0.013892187,0.003324626,0.287698884,0.051056756,0.000178105,NA,0.000474947,NA,NA,"HIGH"
"321",NA,141,"20E TOK WEST",2005,"6358-14245",NA,"HIGH",0,"20E",5.854,63.9833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1002.5333,0,0,0.188056512,0.000178084,0.001365309,0.398076695,0.10869049,0.160750326,0.001840199,0.162590525,0.064644426,0.047429657,0.011694171,0.016977324,NA,NA,0.000296806,NA,NA,"HIGH"
"322",NA,141,"20E TOK WEST",2005,"6358-14305",NA,"HIGH",0,"20E",5.854,63.9833,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1160.7333,0,0,0.036916137,NA,0.000296754,0.070627337,0.153777672,0.398539973,0.00166182,0.400201793,0.18647991,0.070805389,0.045640691,0.028903793,NA,NA,0.006350525,NA,NA,"HIGH"
"323",11,141,"20E TOK WEST",2005,"6400-14215",NA,"HIGH",1,"20E",5.847,64.0167,-142.2917,0,0,0,0,0,3,4,0,0,0,11,7,7,0,4,NA,NA,NA,1184.5625,0.191173824,0.222119547,0.009093611,NA,0.000713224,0.134145617,0.132719168,0.233343239,0.004754829,0.238098068,0.115482912,0.058127786,0.244338782,0.032273403,NA,NA,0.035007429,NA,NA,"HIGH"
"324",13,141,"20E TOK WEST",2005,"6400-14220",NA,"HIGH",1,"20E",5.847,64.0167,-142.375,0,0,0,0,0,7,3,0,0,0,13,10,10,0,3,NA,NA,NA,1066.4286,0.016935675,0.01951004,0.031847891,5.94e-05,0.000415924,0.452465835,0.160546643,0.083065954,0.001901367,0.084967321,0.022638146,0.0590612,0.040760547,0.13731432,NA,NA,0.009922757,NA,NA,"HIGH"
"325",NA,141,"20E TOK WEST",2005,"6400-14245",NA,"HIGH",0,"20E",5.847,64.0167,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1064.5294,0,0,0.090039225,NA,0.004100796,0.494591703,0.091287293,0.100736955,0.001248068,0.101985023,0.031201712,0.021989778,0.05580649,0.066385356,NA,NA,0.042612623,NA,NA,"HIGH"
"326",NA,141,"20E TOK WEST",2005,"6400-14250",NA,"HIGH",0,"20E",5.847,64.0167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1078.4,0,0.180339244,0.083729498,NA,0.001842168,0.318338483,0.133111481,0.210779653,0.000831947,0.2116116,0.024720704,0.047836938,0.042072736,0.124613739,NA,NA,0.012122653,NA,NA,"HIGH"
"327",NA,141,"20E TOK WEST",2005,"6400-14255",NA,"HIGH",0,"20E",5.847,64.0167,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,987.2667,0,0.749023084,0.055037147,NA,NA,0.178900446,0.207251114,0.199702823,5.94e-05,0.199762223,0.005170877,0.041188707,0.001248143,0.311441308,NA,NA,NA,NA,NA,"HIGH"
"328",30,141,"20E TOK WEST",2005,"6400-14300",NA,"HIGH",1,"20E",5.847,64.0167,-143.0417,0,0,0,2,2,18,4,0,0,0,30,26,22,4,4,NA,NA,NA,1206.625,0,0.000335776,0.005884101,NA,NA,0.065319465,0.207429421,0.275661218,0.000297177,0.275958395,0.18359584,0.083982169,0.073343239,0.09884101,NA,NA,0.00564636,NA,NA,"HIGH"
"329",37,141,"20E TOK WEST",2005,"6400-14305",NA,"HIGH",1,"20E",5.847,64.0167,-143.125,0,0,1,1,2,16,7,1,0,0,37,28,24,4,9,NA,NA,NA,1228.9333,0,0,0.009331352,NA,0.007667162,0.096701337,0.102882615,0.24808321,0.00808321,0.25616642,0.171352155,0.093135215,0.132719168,0.050222883,NA,NA,0.079821694,NA,NA,"HIGH"
"330",NA,141,"20E TOK WEST",2005,"6400-14310",NA,"HIGH",0,"20E",5.847,64.0167,-143.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1106.0667,0,0,0.091708767,NA,0.000356612,0.259435364,0.171173848,0.149123328,0.003803863,0.152927191,0.110549777,0.063239227,0.042258544,0.097057949,NA,NA,0.011292719,NA,NA,"HIGH"
"331",8,141,"20E TOK WEST",2005,"6400-14315",NA,"HIGH",1,"20E",5.847,64.0167,-143.2917,0,0,0,1,0,3,2,0,0,0,8,6,5,1,2,NA,NA,NA,1202.75,0,0,0.006775632,NA,NA,0.086300149,0.170876672,0.162377415,0.005527489,0.167904904,0.215096582,0.110549777,0.098068351,0.118751857,NA,NA,0.025676077,NA,NA,"HIGH"
"332",NA,141,"20E TOK WEST",2005,"6402-14210",NA,"HIGH",0,"20E",5.84,64.05,-142.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,918.1429,1,0,0.015354401,NA,5.95e-05,0.120335654,0.014164137,0.016723204,5.95e-05,0.016782704,0.012795334,0.000297566,0.766291734,0.023091115,NA,NA,0.030827828,NA,NA,"HIGH"
"333",NA,141,"20E TOK WEST",2005,"6402-14215",NA,"HIGH",0,"20E",5.84,64.05,-142.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1207.8,0.168830183,0,0.014222804,NA,0.000952154,0.157581528,0.089204951,0.037491074,0.00333254,0.040823614,0.082896929,0.070340395,0.325220186,0.035765294,NA,NA,0.182992145,NA,NA,"HIGH"
"334",2,141,"20E TOK WEST",2005,"6402-14245",NA,"HIGH",1,"20E",5.84,64.05,-142.7917,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,909.7692,0.042809836,0,0.035943823,NA,0.000178529,0.586467508,0.072125684,0.11259224,0.000178529,0.112770769,0.016067603,0.018745537,0.053737205,0.100749821,NA,NA,0.003213521,NA,NA,"HIGH"
"335",1,141,"20E TOK WEST",2005,"6402-14250",NA,"HIGH",1,"20E",5.84,64.05,-142.875,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,1029.8125,0.273885453,0.007883233,0.062057476,NA,0.000356994,0.56666865,0.037008389,0.07699173,0.000297495,0.077289225,0.016778723,0.016005236,0.09031951,0.123341465,NA,NA,0.010174332,NA,NA,"HIGH"
"336",NA,141,"20E TOK WEST",2005,"6402-14255",NA,"HIGH",0,"20E",5.84,64.05,-142.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1017.4667,0.31849338,0.02950992,0.03975244,NA,NA,0.345631992,0.14240657,0.073613425,0.000357058,0.073970483,0.067483932,0.017138776,0.080814092,0.231611521,NA,NA,0.001190193,NA,NA,"HIGH"
"337",13,141,"20E TOK WEST",2005,"6402-14300",NA,"HIGH",1,"20E",5.84,64.05,-143.0417,1,2,0,0,3,7,0,0,0,0,13,13,7,6,0,NA,NA,NA,1309.8462,0,0,0.001725677,NA,0.000476049,0.02380244,0.145254389,0.167569176,0.003094317,0.170663493,0.226718239,0.063195478,0.23951205,0.031478727,NA,NA,0.09717346,NA,NA,"HIGH"
"338",NA,141,"20E TOK WEST",2005,"6404-14225",NA,"HIGH",0,"20E",5.833,64.0833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,842.5625,0.124347876,0,0.224426571,0.000476616,0.007208817,0.453023533,0.067322014,0.128090557,NA,0.128090557,0.014358058,0.003395889,0.033899315,0.065058088,NA,0.000476616,0.002263926,NA,NA,"HIGH"
