"","totalmoosena","SurveyID","SurveyName","Surveyyear","ID","Intid","Stratname","Counted","GMU","AreaMi","centrlat","centrlon","YBULL_SF","YBULL_GTSF","BULL_30_40","BULL_41_50","BULL_GT_50","COW_W_0","COW_W_1","COW_W_2","CALF","UNKNOWN","totalmoose","TotalAdults","TotalCows","TotalBulls","TotalCalves","datecounted","searchmin","comments","ELEV_MEAN","prp_burn_1_30","prp_burn_31_60","prop.cov.1","prop.cov.2","prop.cov.3","prop.cov.4","prop.cov.5","prop.cov.6","prop.cov.7","prop.cov.6_7","prop.cov.8","prop.cov.9","prop.cov.10","prop.cov.11","prop.cov.12","prop.cov.13","prop.cov.14","prop.cov.15","prop.cov.99","stratfact"
"406",7,170,"20E TOK CENTRAL",2006,"6330-14105",NA,"HIGH",1,"20E",5.951,63.5167,-141.125,1,2,2,0,0,0,1,0,0,0,7,6,1,5,1,NA,NA,NA,821.2667,0,0.662946764,0.134197617,0.005489372,0.165732306,0.617437515,0.006190142,0.031359495,NA,0.031359495,0.001985517,0.003679047,NA,0.033928989,NA,NA,NA,NA,NA,"HIGH"
"407",8,170,"20E TOK CENTRAL",2006,"6330-14110",NA,"HIGH",1,"20E",5.951,63.5167,-141.2083,0,0,0,3,2,3,0,0,0,0,8,8,3,5,0,NA,NA,NA,804.375,0,0.739256624,0.113531507,0.008117736,0.063248263,0.640658763,0.056707353,0.050341646,0.000350406,0.050692052,0.011855399,0.014191438,0.001284822,0.039187058,0.000525609,NA,NA,NA,NA,"HIGH"
"408",NA,170,"20E TOK CENTRAL",2006,"6330-14115",NA,"HIGH",0,"20E",5.951,63.5167,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,931.0667,0,0.31674568,0.121649244,0.001752029,0.009577761,0.609764644,0.07796531,0.071599603,0.002160836,0.073760439,0.004438475,0.00478888,0.003679262,0.092448753,0.000116802,NA,5.84e-05,NA,NA,"HIGH"
"409",3,170,"20E TOK CENTRAL",2006,"6330-14120",NA,"HIGH",1,"20E",5.951,63.5167,-141.375,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,NA,NA,NA,1069.2667,0,0.139489966,0.050283245,0.001401624,0.008409741,0.465339018,0.089995912,0.133446242,0.011271389,0.144717631,0.030777317,0.058284179,0.007533727,0.130234188,NA,NA,0.013023419,NA,NA,"HIGH"
"410",15,170,"20E TOK CENTRAL",2006,"6330-14125",NA,"HIGH",1,"20E",5.951,63.5167,-141.4583,0,0,1,0,1,11,1,0,0,0,15,14,12,2,1,NA,NA,NA,983.9375,0,0.977033843,0.031879489,0.013312314,0.022479127,0.285280551,0.0738016,0.498978222,0.000350324,0.499328546,0.009517137,0.005254861,5.84e-05,0.05908799,NA,NA,NA,NA,NA,"HIGH"
"411",NA,170,"20E TOK CENTRAL",2006,"6330-14130",NA,"HIGH",0,"20E",5.951,63.5167,-141.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,877.625,0,0.916812231,0.120897091,0.001985749,0.002861815,0.389674103,0.078028268,0.307499124,0.000817661,0.308316785,0.00146011,0.003212242,0.000642448,0.092921388,NA,NA,NA,NA,NA,"HIGH"
"412",NA,170,"20E TOK CENTRAL",2006,"6330-14135",NA,"HIGH",0,"20E",5.951,63.5167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,801.6875,0,0.927283438,0.106206574,NA,0.000116775,0.614935482,0.042214048,0.064226076,0.001284522,0.065510598,0.000175162,0.000642261,0.001401296,0.168797805,NA,NA,NA,NA,NA,"HIGH"
"413",NA,170,"20E TOK CENTRAL",2006,"6332-14100",NA,"HIGH",0,"20E",5.944,63.55,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,704.1334,0,1,0.010289991,0.014967259,0.203461179,0.479361553,0.038119738,0.193638915,0.000818522,0.194457437,0.017656688,0.00309869,0.000818522,0.037768943,NA,NA,NA,NA,NA,"HIGH"
"414",NA,170,"20E TOK CENTRAL",2006,"6332-14105",NA,"HIGH",0,"20E",5.944,63.55,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,678.4,0,1,0.034315445,0.003566,0.069624693,0.45048521,0.057640594,0.124283877,0.000350754,0.124634631,0.033730855,0.043025839,0.006196656,0.175377061,5.85e-05,0.000350754,NA,0.000876885,0.000116918,"HIGH"
"415",NA,170,"20E TOK CENTRAL",2006,"6332-14110",NA,"HIGH",0,"20E",5.944,63.55,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,738.8,0,1,0.036894112,0.006197743,0.123545577,0.647605683,0.008945799,0.061100392,0.000350816,0.061451208,0.008419576,0.00081857,0.000760101,0.105361632,NA,NA,NA,NA,NA,"HIGH"
"416",NA,170,"20E TOK CENTRAL",2006,"6332-14115",NA,"HIGH",0,"20E",5.944,63.55,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,783.875,0,0.764851421,0.058328463,0.001811806,0.062127411,0.733781414,0.019170076,0.052600818,NA,0.052600818,0.002396259,0.00251315,0.000935126,0.06616014,5.84e-05,NA,NA,NA,0.000116891,"HIGH"
"417",4,170,"20E TOK CENTRAL",2006,"6332-14120",NA,"HIGH",1,"20E",5.944,63.55,-141.375,0,0,0,1,0,3,0,0,0,0,4,4,3,1,0,NA,NA,NA,845.25,0.076302478,0.374358126,0.127893383,0.002104279,0.025894318,0.626899696,0.039513678,0.050385784,0.000350713,0.050736497,0.00239654,0.001636661,0.020107552,0.102817395,NA,NA,NA,NA,NA,"HIGH"
"418",2,170,"20E TOK CENTRAL",2006,"6332-14130",NA,"HIGH",1,"20E",5.944,63.55,-141.5417,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,829.9333,0,0.10534966,0.529611225,NA,0.000643087,0.425548085,0.000701549,0.025548085,NA,0.025548085,NA,NA,NA,0.017947968,NA,NA,NA,NA,NA,"HIGH"
"419",NA,170,"20E TOK CENTRAL",2006,"6334-14100",NA,"HIGH",0,"20E",5.937,63.5833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,635.1875,0,1,0.052397401,0.001170892,0.039693226,0.383174287,0.160704877,0.202388619,0.00140507,0.203793689,0.036004918,0.007903519,0.009015866,0.105848604,5.85e-05,NA,NA,NA,0.000234178,"HIGH"
"420",0,170,"20E TOK CENTRAL",2006,"6334-14105",NA,"HIGH",1,"20E",5.937,63.5833,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,769.25,0,1,0.022239129,0.004974542,0.061508749,0.446713876,0.135366068,0.176976649,0.001053432,0.178030081,0.03476327,0.009949084,0.030842161,0.075495991,0.000117048,NA,NA,NA,NA,"HIGH"
"421",1,170,"20E TOK CENTRAL",2006,"6334-14110",NA,"HIGH",1,"20E",5.937,63.5833,-141.2083,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,705.6,0,1,0.065851089,0.002692578,0.008546008,0.40827675,0.090845235,0.259014282,0.000117069,0.259131351,0.046885975,0.010653243,0.003102318,0.101147272,5.85e-05,0.000995083,0.000117069,0.00163896,5.85e-05,"HIGH"
"422",NA,170,"20E TOK CENTRAL",2006,"6334-14115",NA,"HIGH",0,"20E",5.937,63.5833,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,710.3333,0,1,0.02106495,0.002106495,0.005441779,0.453832651,0.067758923,0.338970158,0.000175541,0.339145699,0.005851375,0.000526624,0.002750146,0.100819193,5.85e-05,NA,NA,NA,0.000643651,"HIGH"
"423",NA,170,"20E TOK CENTRAL",2006,"6334-14120",NA,"HIGH",0,"20E",5.937,63.5833,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,763.0667,0,1,0.080177913,0.002223913,0.025516475,0.544331948,0.054837011,0.156785861,0.002340961,0.159126822,0.005559782,0.001872769,0.010300228,0.112541698,0.003335869,0.000117048,NA,NA,5.85e-05,"HIGH"
"424",NA,170,"20E TOK CENTRAL",2006,"6336-14100",NA,"HIGH",0,"20E",5.93,63.6167,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,585.4667,0,1,0.031821378,0.000879044,0.024906235,0.56774496,0.026957337,0.1350797,0.000117206,0.135196906,0.042428504,0.002871542,0.007149555,0.160044538,NA,NA,NA,NA,NA,"HIGH"
"425",NA,170,"20E TOK CENTRAL",2006,"6336-14105",NA,"HIGH",0,"20E",5.93,63.6167,-141.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,754.4667,0,1,0.008555523,0.007852329,0.123058892,0.494520949,0.039613243,0.194901846,0.000820393,0.195722239,0.008672722,0.002461178,0.003691767,0.115792558,NA,NA,NA,NA,5.86e-05,"HIGH"
"426",0,170,"20E TOK CENTRAL",2006,"6336-14110",NA,"HIGH",1,"20E",5.93,63.6167,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,792.8125,0,1,0.056431292,0.000996191,0.040082039,0.643715207,0.068268386,0.119835921,0.000117199,0.11995312,0.003515968,0.001523586,0.000761793,0.064225022,0.000175798,0.000117199,NA,5.86e-05,0.000175798,"HIGH"
"427",0,170,"20E TOK CENTRAL",2006,"6336-14115",NA,"HIGH",1,"20E",5.93,63.6167,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,809.125,0,1,0.051163336,0.001816797,0.004747114,0.427591865,0.161226045,0.165211276,0.002578679,0.167789955,0.0083221,0.006505304,0.027017523,0.141417101,0.00240286,NA,NA,NA,NA,"HIGH"
"428",0,170,"20E TOK CENTRAL",2006,"6336-14120",NA,"HIGH",1,"20E",5.93,63.6167,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,912,0,1,0.072927659,0.006683081,0.005276117,0.395005276,0.178039629,0.169949584,0.005510611,0.175460195,0.059971861,0.016297338,0.007796928,0.070758588,0.009790128,NA,0.0019932,NA,NA,"HIGH"
"429",NA,170,"20E TOK CENTRAL",2006,"6336-14125",NA,"HIGH",0,"20E",5.93,63.6167,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,967.9333,0,1,0.047298089,0.000234439,0.011487516,0.423045364,0.103915133,0.290880319,0.004395733,0.295276052,0.021451178,0.023268081,0.006740124,0.066463486,5.86e-05,NA,0.000761927,NA,NA,"HIGH"
"430",8,170,"20E TOK CENTRAL",2006,"6336-14210",NA,"HIGH",1,"20E",5.93,63.6167,-142.2083,0,0,0,0,1,3,2,0,0,0,8,6,5,1,2,NA,NA,NA,978.3333,0.437036702,0,0.06874121,0.000293015,0.001113455,0.36954993,0.075128926,0.140295359,0.000586029,0.140881388,0.05543835,0.018401313,0.197140178,0.053973277,NA,NA,0.019338959,NA,NA,"HIGH"
"431",NA,170,"20E TOK CENTRAL",2006,"6338-14100",NA,"HIGH",0,"20E",5.924,63.65,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,705.9333,0,1,0.083128007,0.000351989,0.020063358,0.594098322,0.045817201,0.106241934,0.000586648,0.106828582,0.01396222,0.001818608,0.004634518,0.129297196,NA,NA,NA,NA,NA,"HIGH"
"432",1,170,"20E TOK CENTRAL",2006,"6338-14105",NA,"HIGH",1,"20E",5.924,63.65,-141.125,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,798,0,0.976432135,0.031149176,0.000762598,0.013257465,0.459201032,0.149879744,0.209772981,0.001701179,0.21147416,0.003695665,0.003226374,0.021646037,0.105414442,0.000293307,NA,NA,NA,NA,"HIGH"
"433",6,170,"20E TOK CENTRAL",2006,"6338-14110",NA,"HIGH",1,"20E",5.924,63.65,-141.2083,0,0,0,1,5,0,0,0,0,0,6,6,0,6,0,NA,NA,NA,864.8,0,0.736924684,0.091740967,0.002404974,0.004575317,0.610276865,0.09696152,0.08687236,0.002111685,0.088984045,0.002287658,0.003402159,0.012494134,0.085933834,0.000938527,NA,NA,NA,NA,"HIGH"
"434",NA,170,"20E TOK CENTRAL",2006,"6338-14115",NA,"HIGH",0,"20E",5.924,63.65,-141.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,956.6667,0,0.852059321,0.031317811,0.001172952,0.000703771,0.400269779,0.256935077,0.095536919,0.009852795,0.105389714,0.086739781,0.014779192,0.016538619,0.072488417,0.00680312,NA,0.006861768,NA,NA,"HIGH"
"435",NA,170,"20E TOK CENTRAL",2006,"6338-14120",NA,"HIGH",0,"20E",5.924,63.65,-141.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1050.75,0,0.971713714,0.003696966,0.000821548,0.005516108,0.244879995,0.267237838,0.240420163,0.002699372,0.243119535,0.085734405,0.035619975,0.025115897,0.083152397,0.000352092,NA,0.004753242,NA,NA,"HIGH"
"436",NA,170,"20E TOK CENTRAL",2006,"6338-14125",NA,"HIGH",0,"20E",5.924,63.65,-141.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,843.0714,0,1,0.035607438,0.001173227,0.007215346,0.714847187,0.049803484,0.070452279,0.000821259,0.071273538,0.004692908,0.002053147,0.006042119,0.103947909,0.000703936,NA,0.002581099,NA,5.87e-05,"HIGH"
"437",29,170,"20E TOK CENTRAL",2006,"6338-14210",NA,"HIGH",1,"20E",5.924,63.65,-142.2083,0,0,6,1,1,9,6,0,0,0,29,23,15,8,6,NA,NA,NA,1202.9333,0.008198339,0,0.025638017,0.000117336,0.002522734,0.112349663,0.08923438,0.349310648,0.00299208,0.352302728,0.161924318,0.07462599,0.151481373,0.017013787,NA,NA,0.012789674,NA,NA,"HIGH"
"438",NA,170,"20E TOK CENTRAL",2006,"6340-14100",NA,"HIGH",0,"20E",5.916,63.6833,-141.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,775.3125,0,0.5891975,0.038592575,0.000822368,0.018268327,0.316141917,0.080474624,0.189085996,5.87e-05,0.189144696,0.128348214,0.00293703,0.119713346,0.099682801,NA,NA,0.00587406,NA,NA,"HIGH"
"439",1,170,"20E TOK CENTRAL",2006,"6340-14105",NA,"HIGH",1,"20E",5.916,63.6833,-141.125,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,823.4375,0,0.357656984,0.036995713,0.001761701,0.003171061,0.51488637,0.067884198,0.12185096,0.00017617,0.12202713,0.032474015,0.004345528,0.137412649,0.074519937,NA,5.87e-05,0.004462975,NA,NA,"HIGH"
"440",0,170,"20E TOK CENTRAL",2006,"6340-14110",NA,"HIGH",1,"20E",5.916,63.6833,-141.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,959.0667,0,0.003445365,0.059397215,5.88e-05,0.000411257,0.744433347,0.037659362,0.032371776,0.000293755,0.032665531,0.013277716,0.001762529,0.042535691,0.064038541,NA,NA,0.003760061,NA,NA,"HIGH"
"441",7,170,"20E TOK CENTRAL",2006,"6346-14120",NA,"HIGH",1,"20E",5.895,63.7833,-141.375,0,0,0,0,4,3,0,0,0,0,7,7,3,4,0,NA,NA,NA,1091.4,0.862868401,0,0.011251178,NA,NA,0.110273327,0.257598963,0.169121112,0.006597549,0.175718661,0.229441565,0.073279925,0.077167766,0.064620641,NA,NA,0.000647974,NA,NA,"HIGH"
"442",NA,170,"20E TOK CENTRAL",2006,"6348-14135",NA,"HIGH",0,"20E",5.888,63.8167,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1094.4375,0,0.238084998,0.006549832,NA,0.001239157,0.319112527,0.179736827,0.172655927,0.003127397,0.175783324,0.093998938,0.041954328,0.060187644,0.09653626,NA,NA,0.024901162,NA,NA,"HIGH"
"443",44,170,"20E TOK CENTRAL",2006,"6348-14140",NA,"HIGH",1,"20E",5.888,63.8167,-141.7083,2,0,3,3,9,24,0,1,0,0,44,42,25,17,2,NA,NA,NA,1063,0,0.793026749,0.017231205,0.001003187,0.000413077,0.273810929,0.147822495,0.361501239,0.003953735,0.365454974,0.056355482,0.041897793,0.02118494,0.072701522,NA,NA,0.002065384,NA,5.9e-05,"HIGH"
"444",8,170,"20E TOK CENTRAL",2006,"6348-14145",NA,"HIGH",1,"20E",5.888,63.8167,-141.7917,0,0,0,0,2,6,0,0,0,0,8,8,6,2,0,NA,NA,NA,854.9333,0,1,0.000767369,0.003187533,0.031107963,0.463668024,0.190838793,0.200932649,0.001416681,0.20234933,0.014580013,0.013340417,0.000531256,0.079511245,0.000118057,NA,NA,NA,NA,"HIGH"
"445",NA,170,"20E TOK CENTRAL",2006,"6348-14200",NA,"HIGH",0,"20E",5.888,63.8167,-142.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,818.9333,0,1,0.005369999,0.015578898,0.020240765,0.406054526,0.08403163,0.370057831,5.9e-05,0.370116831,0.004484834,0.003127582,0.001534285,0.088103387,NA,0.00059011,0.000767143,NA,NA,"HIGH"
"446",37,170,"20E TOK CENTRAL",2006,"6348-14205",NA,"HIGH",1,"20E",5.888,63.8167,-142.125,1,0,5,4,2,16,3,1,0,0,37,32,20,12,5,NA,NA,NA,952.2,0.126769848,0.873230152,0.005251667,0.001475187,0.005782734,0.473299109,0.033044197,0.366318522,0.000354045,0.366672567,0.010562341,0.000590075,0.036171594,0.062370921,NA,NA,0.004779607,NA,NA,"HIGH"
"447",4,170,"20E TOK CENTRAL",2006,"6350-14135",NA,"HIGH",1,"20E",5.882,63.85,-141.625,0,0,1,1,0,2,0,0,0,0,4,4,2,2,0,NA,NA,NA,938.8,0,0.675889717,0.005138503,5.91e-05,0.004725061,0.514263777,0.110743606,0.084283267,0.001122202,0.085405469,0.012462347,0.037741421,0.023625303,0.19786191,NA,NA,0.00797354,NA,NA,"HIGH"
"448",9,170,"20E TOK CENTRAL",2006,"6350-14140",NA,"HIGH",1,"20E",5.882,63.85,-141.7083,0,0,0,1,1,7,0,0,0,0,9,9,7,2,0,NA,NA,NA,1016.4667,0,1,0.000472729,NA,0.000177274,0.196655439,0.214028246,0.257164805,0.000236365,0.25740117,0.090468593,0.080541275,0.032854695,0.107014123,5.91e-05,NA,0.020327365,NA,NA,"HIGH"
"449",11,170,"20E TOK CENTRAL",2006,"6350-14145",NA,"HIGH",1,"20E",5.882,63.85,-141.7917,1,0,1,0,1,6,1,0,0,0,11,10,7,3,1,NA,NA,NA,986.5625,0,1,0.000295421,0.001063516,0.00620384,0.332407681,0.15155096,0.357577548,NA,0.357577548,0.046440177,0.012584934,0.011521418,0.073146233,0.000118168,NA,0.007090103,NA,NA,"HIGH"
"450",7,170,"20E TOK CENTRAL",2006,"6350-14200",NA,"HIGH",1,"20E",5.882,63.85,-142.0417,0,0,0,0,0,4,0,1,0,0,7,5,5,0,2,NA,NA,NA,721.875,0.14312501,0.85687499,0.014062869,0.007504136,0.035334436,0.491668636,0.076932167,0.221165209,0.000827228,0.221992437,0.00407705,0.00153628,0.023162373,0.122725124,5.91e-05,0.000177263,0.00076814,NA,NA,"HIGH"
"451",NA,170,"20E TOK CENTRAL",2006,"6352-14135",NA,"HIGH",0,"20E",5.875,63.8833,-141.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,789.7333,0,1,0.01283568,0.000414054,0.005323554,0.445936354,0.111676328,0.138057494,5.92e-05,0.138116694,0.000414054,0.009759849,0.001242163,0.27428132,NA,NA,NA,NA,NA,"HIGH"
"452",NA,170,"20E TOK CENTRAL",2006,"6352-14140",NA,"HIGH",0,"20E",5.875,63.8833,-141.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,888.6667,0,1,0.000414054,NA,NA,0.343250917,0.263575062,0.203892109,5.92e-05,0.203951309,0.013249734,0.017686029,0.005027801,0.147935644,5.92e-05,NA,0.004850349,NA,NA,"HIGH"
"453",58,170,"20E TOK CENTRAL",2006,"6352-14145",NA,"HIGH",1,"20E",5.875,63.8833,-141.7917,1,0,3,0,9,30,6,1,0,0,58,50,37,13,8,NA,NA,NA,982.3333,0,1,0.002484766,0.000118322,0.002484766,0.260663787,0.230491629,0.395018636,0.00053245,0.395551086,0.013311247,0.015204402,0.007809265,0.065195527,NA,NA,0.006685204,NA,NA,"HIGH"
"454",NA,168,"20E TOK WEST",2006,"6332-14300",NA,"HIGH",0,"20E",5.944,63.55,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1084.1333,1,0,0.00087709,0.000116945,0.002338908,0.086831949,0.191439598,0.180329786,0.004502397,0.184832183,0.319962577,0.020874751,0.123552801,0.048473863,NA,NA,0.020699333,NA,NA,"HIGH"
"455",NA,168,"20E TOK WEST",2006,"6332-14305",NA,"HIGH",0,"20E",5.944,63.55,-143.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1081.0625,0.772853934,0,0.019520748,0.000116891,0.007364115,0.150263004,0.1264173,0.210111046,0.012916423,0.223027469,0.215897136,0.095967271,0.103798948,0.046171829,NA,NA,0.011455289,NA,NA,"HIGH"
"456",3,168,"20E TOK WEST",2006,"6334-14225",NA,"HIGH",1,"20E",5.937,63.5833,-142.4583,0,0,0,0,0,1,1,0,0,0,3,2,2,0,1,NA,NA,NA,823.7059,0.954270669,0,0.016916413,5.85e-05,0.00163896,0.326562866,0.024994147,0.047178647,NA,0.047178647,0.037110747,0.003687661,0.387497073,0.146452821,NA,0.000175603,0.007726528,NA,NA,"HIGH"
"457",NA,168,"20E TOK WEST",2006,"6334-14245",NA,"HIGH",0,"20E",5.937,63.5833,-142.7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,741.8,0.907798386,0,0.014223003,NA,NA,0.208135792,0.075270705,0.110623354,NA,0.110623354,0.063154814,0.038454785,0.328299678,0.148083114,NA,NA,0.013754756,NA,NA,"HIGH"
"458",13,168,"20E TOK WEST",2006,"6334-14300",NA,"HIGH",1,"20E",5.937,63.5833,-143.0417,0,0,1,1,1,4,3,0,0,0,13,10,7,3,3,NA,NA,NA,937.5333,1,0,0.018496839,NA,0.002165769,0.203055491,0.08546008,0.103078904,0.00122922,0.104308124,0.144169984,0.006438773,0.363205338,0.047646921,NA,NA,0.025052681,NA,NA,"HIGH"
"459",20,168,"20E TOK WEST",2006,"6334-14305",NA,"HIGH",1,"20E",5.937,63.5833,-143.125,0,1,2,1,2,8,3,0,0,0,20,17,11,6,3,NA,NA,NA,974.5,0.317370919,0,0.108152397,NA,0.039211096,0.396909932,0.056007491,0.112249078,0.002633581,0.114882659,0.164393984,0.010885468,0.061333177,0.024053374,NA,NA,0.024170422,NA,NA,"HIGH"
"460",NA,168,"20E TOK WEST",2006,"6336-14225",NA,"HIGH",0,"20E",5.93,63.6167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,840.0667,0.521946743,0,0.11310361,NA,0.000293015,0.365271917,0.010314112,0.01693624,NA,0.01693624,0.018049695,0.000293015,0.40201594,0.053680263,NA,NA,0.020042194,NA,NA,"HIGH"
"461",0,168,"20E TOK WEST",2006,"6336-14240",NA,"HIGH",1,"20E",5.93,63.6167,-142.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,686.7333,1,0,0.007440389,NA,5.86e-05,0.130763372,0.156482512,0.152498682,0.000234343,0.152733025,0.038608003,0.026070654,0.338859921,0.135918917,NA,0.003690902,0.001054543,0.008084832,0.000234343,"HIGH"
"462",2,168,"20E TOK WEST",2006,"6336-14245",NA,"HIGH",1,"20E",5.93,63.6167,-142.7917,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,NA,NA,NA,803.0625,1,0,0.017404043,NA,0.000175798,0.084852036,0.129270437,0.146733079,NA,0.146733079,0.18669792,0.022502197,0.279695283,0.126516261,NA,NA,0.006152945,NA,NA,"HIGH"
"463",NA,168,"20E TOK WEST",2006,"6336-14250",NA,"HIGH",0,"20E",5.93,63.6167,-142.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,752,0.977604231,0,0.014766202,NA,0.000527364,0.199285128,0.029239423,0.139458573,NA,0.139458573,0.039903902,0.001582093,0.314660729,0.245224423,NA,0.000175788,0.014883394,5.86e-05,0.000234384,"HIGH"
"464",NA,168,"20E TOK WEST",2006,"6336-14300",NA,"HIGH",0,"20E",5.93,63.6167,-143.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,846.0625,0.727487379,0,0.062814954,0.000117192,0.009551154,0.417965546,0.017285831,0.169049572,NA,0.169049572,0.043829837,NA,0.207312786,0.060998477,NA,NA,0.011016055,NA,5.86e-05,"HIGH"
"465",1,168,"20E TOK WEST",2006,"6338-14230",NA,"HIGH",1,"20E",5.924,63.65,-142.5417,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,NA,NA,NA,751.6,0.207195094,0,0.10872499,NA,NA,0.603473567,0.005691486,0.077216453,NA,0.077216453,5.87e-05,0.000293376,0.08877545,0.115061902,NA,0.000176025,0.000410726,5.87e-05,5.87e-05,"HIGH"
"466",12,168,"20E TOK WEST",2006,"6338-14250",NA,"HIGH",1,"20E",5.924,63.65,-142.875,1,0,3,0,0,4,2,0,0,0,12,10,6,4,2,NA,NA,NA,772.5625,0.723791143,0,0.059768901,NA,0.000351927,0.327467887,0.060003519,0.165933486,0.000117309,0.166050795,0.057422723,0.006276028,0.098656813,0.216786908,NA,NA,0.007038536,NA,0.000175963,"HIGH"
"467",NA,168,"20E TOK WEST",2006,"6340-14225",NA,"HIGH",0,"20E",5.916,63.6833,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,752.9412,0.330459772,0,0.029197509,NA,NA,0.464516508,0.059746211,0.116320056,NA,0.116320056,0.013923158,0.019034191,0.061391141,0.233345083,NA,NA,0.002526143,NA,NA,"HIGH"
"468",1,168,"20E TOK WEST",2006,"6340-14230",NA,"HIGH",1,"20E",5.916,63.6833,-142.5417,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,818.8666,0,0,0.097204276,NA,0.003054152,0.84306355,0.012980148,0.002114413,NA,0.002114413,0.000587337,0.00475743,0.00698931,0.029249383,NA,NA,NA,NA,NA,"HIGH"
"469",7,168,"20E TOK WEST",2006,"6340-14240",NA,"HIGH",1,"20E",5.916,63.6833,-142.7083,0,0,2,0,0,3,1,0,0,0,7,6,4,2,1,NA,NA,NA,679.9375,0.801425146,0,0.07801585,NA,0.000234811,0.121631934,0.126269445,0.341356032,NA,0.341356032,0.031171118,0.016788964,0.146697975,0.13648371,NA,0.000293513,0.000939243,NA,0.000117405,"HIGH"
"470",0,168,"20E TOK WEST",2006,"6342-14225",NA,"HIGH",1,"20E",5.909,63.7167,-142.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,877.6,0.907358219,0,0.032227711,0.001176194,0.004940014,0.208480358,0.136379675,0.117031287,5.88e-05,0.117090087,0.183721477,0.010644554,0.203246295,0.096447895,NA,NA,0.00564573,NA,NA,"HIGH"
"471",4,168,"20E TOK WEST",2006,"6342-14240",NA,"HIGH",1,"20E",5.909,63.7167,-142.7083,0,0,0,0,0,0,2,0,0,0,4,2,2,0,2,NA,NA,NA,708.1334,0.419847804,0,0.048218276,NA,0.000176408,0.37351523,0.021463013,0.167352699,NA,0.167352699,0.004704222,0.00105845,0.244090321,0.139127367,NA,NA,0.000294014,NA,NA,"HIGH"
